Simulated Date,Simulated Day,Hour of Day,Solar Declination Angle,Solar Elevation Angle (degrees),Sunlight Intensity (W/m^2),Concentration Factor,Intensity * Concentration factor (funnel),Absorbed Intensity by QPA,# of photons,Rate of exciton generation,Final_Exciton_Rate_After_CMC,Excitonic Energy,Usable Electric Energy
2023-01-05 15:00:00,4,15,-22.662912750907704,21.676141024430915,0.3693598179975908,100,36.93598179975909,4.998741558492768,1.760278723150825e+19,1.760278723150825e+19,7.100630884309363e+18,0.017076109674124384,0.017076109674124384
2023-01-05 16:00:00,4,16,-22.662912750907704,11.788255518290024,0.2042953994322918,100,20.429539943229187,2.764837574610614,9.736220003785253e+18,9.736220003785253e+18,3.92740669679643e+18,0.00944491110467143,0.00944491110467143
2023-01-05 17:00:00,4,17,-22.662912750907704,0.691795322745177,0.0120738127652789,100,1.2073812765278942,0.1634012870334855,5.754084413742582e+17,5.754084413742582e+17,2.3210886413493805e+17,0.0005581921500895123,0.0005581921500895123
2023-01-05 18:00:00,4,18,-22.662912750907704,-11.198306595653635,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 19:00:00,4,19,-22.662912750907704,-23.60847227036172,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 20:00:00,4,20,-22.662912750907704,-36.34927852403599,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 21:00:00,4,21,-22.662912750907704,-49.268045443809925,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 22:00:00,4,22,-22.662912750907704,-62.18132550665153,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 23:00:00,4,23,-22.662912750907704,-74.59014340988504,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 00:00:00,5,0,-22.556524775525244,-82.28985877552525,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 01:00:00,5,1,-22.556524775525244,-74.53237282086063,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 02:00:00,5,2,-22.556524775525244,-62.14083608199652,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 03:00:00,5,3,-22.556524775525244,-49.23047938610359,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 04:00:00,5,4,-22.556524775525244,-36.30975857409184,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 05:00:00,5,5,-22.556524775525244,-23.56443520204409,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 06:00:00,5,6,-22.556524775525244,-11.147849158486284,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 07:00:00,5,7,-22.556524775525244,0.750444038395182,0.0130973448389969,100,1.3097344838996996,0.1772532873433246,6.241874813249462e+17,6.241874813249462e+17,2.5178540473192045e+17,0.0006055117151698359,0.0006055117151698359
2023-01-06 08:00:00,5,8,-22.556524775525244,11.856875141312354,0.2054676319427166,100,20.546763194271666,2.780702016492365,9.792085743536615e+18,9.792085743536615e+18,3.949941877835445e+18,0.009499105334623422,0.009499105334623422
2023-01-06 09:00:00,5,9,-22.556524775525244,21.75631105818092,0.3706597424678571,100,37.065974246785714,5.016334123129737,1.7664738458339529e+19,1.7664738458339529e+19,7.125620835546837e+18,0.017136207312634946,0.017136207312634946
2023-01-06 10:00:00,5,10,-22.556524775525244,29.82919775234652,0.4974161070750009,100,49.741610707500094,6.731794973744853,2.370563735339364e+19,2.370563735339364e+19,9.562405004955689e+18,0.0229963617703107,0.0229963617703107
2023-01-06 11:00:00,5,11,-22.556524775525244,35.24672350890648,0.5770984889909676,100,57.70984889909676,7.810178746301382,2.750310515205844e+19,2.750310515205844e+19,1.109423157189302e+19,0.026680208865723195,0.026680208865723195
2023-01-06 12:00:00,5,12,-22.556524775525244,37.17680922447475,0.6042766655695464,100,60.42766655695464,8.177995368813045,2.879835069946718e+19,2.879835069946718e+19,1.1616709087285144e+19,0.027936700507165235,0.027936700507165235
2023-01-06 13:00:00,5,13,-22.556524775525244,35.24672350890648,0.5770984889909676,100,57.70984889909676,7.810178746301382,2.750310515205844e+19,2.750310515205844e+19,1.109423157189302e+19,0.026680208865723195,0.026680208865723195
2023-01-06 14:00:00,5,14,-22.556524775525244,29.82919775234652,0.4974161070750009,100,49.741610707500094,6.731794973744853,2.370563735339364e+19,2.370563735339364e+19,9.562405004955689e+18,0.0229963617703107,0.0229963617703107
2023-01-06 15:00:00,5,15,-22.556524775525244,21.75631105818092,0.3706597424678571,100,37.065974246785714,5.016334123129737,1.7664738458339529e+19,1.7664738458339529e+19,7.125620835546837e+18,0.017136207312634946,0.017136207312634946
2023-01-06 16:00:00,5,16,-22.556524775525244,11.856875141312354,0.2054676319427166,100,20.546763194271666,2.780702016492365,9.792085743536615e+18,9.792085743536615e+18,3.949941877835445e+18,0.009499105334623422,0.009499105334623422
2023-01-06 17:00:00,5,17,-22.556524775525244,0.750444038395182,0.0130973448389969,100,1.3097344838996996,0.1772532873433246,6.241874813249462e+17,6.241874813249462e+17,2.5178540473192045e+17,0.0006055117151698359,0.0006055117151698359
2023-01-06 18:00:00,5,18,-22.556524775525244,-11.147849158486284,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
